Country,BeachName,BeachRegionalSea,BeachLength_m,BeachType,G1,G3,G4,G5,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,G17,G18,G19,G21,G22,G23,G24,G25,G26,G27,G28,G29,G30,G31,G32,G33,G34,G35,G36,G37,G40,G41,G42,G43,G44,G45,G46,G47,G49,G50,G52,G53,G54,G56,G57,G58,G59,G60,G62,G63,G64,G65,G66,G67,G68,G69,G70,G71,G72,G73,G76,G77,G79,G80,G82,G83,G84,G85,G86,G87,G88,G89,G90,G91,G92,G93,G95,G96,G97,G98,G99,G100
Switzerland,aare_köniz_hoppej,,22,,,0,0,,0,0,,0,,,0,,,,,,,0,0,0,0,0,0,9,0,,0,0,0,0,0,0,,0,,,,,,,,,0,0,0,,,,,,0,,,,,0,0,0,,,0,0,,,,,3,0,0,0,,,,0,,0,0,0,,0,0,0,,,0,0
Switzerland,aare_köniz_hoppej,,22,,,0,0,,0,0,,0,,,0,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,,,,,,,,,0,0,0,,,,,,0,,,,,0,0,0,,,0,0,,,,,0,0,0,0,,,,0,,0,0,0,,0,0,0,,,0,0
Switzerland,aare_köniz_hoppej,,22,,,0,0,,0,0,,0,,,0,,,,,,,0,0,0,0,0,0,17,0,,0,0,0,0,0,0,,0,,,,,,,,,0,0,0,,,,,,0,,,,,0,0,0,,,0,0,,,,,2,0,1,0,,,,0,,0,0,0,,0,0,0,,,0,0
Switzerland,aare_köniz_hoppej,,22,,,0,0,,0,0,,0,,,0,,,,,,,0,0,1,0,0,0,11,0,,2,0,0,0,0,0,,0,,,,,,,,,0,2,0,,,,,,0,,,,,0,0,1,,,0,0,,,,,2,0,0,0,,,,0,,0,0,0,,0,0,0,,,0,0
Switzerland,aare_köniz_hoppej,,22,,,1,0,,0,0,,0,,,0,,,,,,,1,0,0,2,0,0,67,0,,1,1,0,0,0,0,,0,,,,,,,,,0,1,0,,,,,,0,,,,,0,0,0,,,0,0,,,,,0,0,2,0,,,,0,,0,0,0,,0,0,0,,,0,0
Switzerland,aare_köniz_hoppej,,22,,,0,0,,0,0,,0,,,0,,,,,,,0,0,1,1,0,0,13,0,,0,0,0,0,0,0,,0,,,,,,,,,0,0,0,,,,,,0,,,,,0,0,0,,,0,0,,,,,1,0,0,0,,,,0,,0,0,0,,0,0,0,,,0,0
Switzerland,aare_köniz_hoppej,,22,,,0,0,,0,0,,0,,,0,,,,,,,0,0,0,0,0,0,11,0,,1,0,0,0,0,0,,0,,,,,,,,,0,2,0,,,,,,0,,,,,0,1,5,,,0,0,,,,,0,0,0,0,,,,0,,0,0,0,,0,0,0,,,0,0
Switzerland,aare_köniz_hoppej,,22,,,1,0,,0,0,,0,,,0,,,,,,,0,0,0,0,0,0,3,0,,1,0,1,0,0,0,,0,,,,,,,,,0,1,0,,,,,,0,,,,,0,0,0,,,0,0,,,,,0,0,0,0,,,,0,,0,0,0,,0,0,0,,,0,0
Portugal,"R. Cabedelo, 3090 Figueira da Foz, Portugal",North-east Atlantic Ocean,1500,,,100,,,15,10,,10,,,3,,,,,,,80,,,,,5,50,,,,30,10,15,10,30,,,,,,,,,50,,,200,,,,50,,,,,,,,,,,,,,10,,,,,50,,100,,,,,,,,,,,,50,,,,,
Spain,"Cala Ferri, Alicante/Alacant",Mediterranean Sea,100,Rocky,,7,,,26,,,8,,,,,,,,,,49,,,,,,,,,9,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
France,"3 Rue Flippe Comp?re, 62600 Berck, France",North-east Atlantic Ocean,70,,,15,,,10,5,,26,,,,,,,,,,18,,,,,,36,,,35,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy,"Spiaggia Saline Punta della Contessa, Brindisi (BR)",Mediterranean Sea,100,,,,,,,19,1,,,,1,1,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,2,,,1
Slovenia,Piran 2,Mediterranean Sea,80,Pebbels,,,3,,,,,4,1,,,,,,,,,1,,1,1,2,,29,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,1,,,,,,,1,13,,,,,,,,,1,,,,,,,,,,,,1
Slovenia,Piran 2,Mediterranean Sea,80,Pebbels,5,9,15,2,1,,,25,,,,,,,,,,13,,4,1,4,3,19,2,,1,2,,2,,2,,,,,,,,21,,,,,,1,,,,,,,1,,,1,,,,,7,,,22,22,,,,,,,,,,,1,,,,,8,,,,1,1
Slovenia,Piran 2,Mediterranean Sea,80,Pebbels,,,,,,,,3,,,,,,,,,,3,,,,,,92,,1,6,3,,3,,,,,,,,,,10,,,,3,,,,,,,1,,,,,,,1,,,,1,,6,11,,,,,,,,,,,,,,,,4,,,,,
Denmark,"Næs, Nordfalster",Baltic Sea,356,Sandy,,,5,,,1,,,,,,,,,,,,3,,1,4,,,14,1,,10,,,2,,,,,,1,,,,,,,3,12,,,,1,,,1,,,,,,1,,,,5,,,,49,1,,,,,,,,,,,,,,,3,,,,,
,Creek (spring into Aare),,9,Sandy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,Cape Recife,,1998,Other (mixed),,,,,,,,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,Cape Recife,,1998,Other (mixed),,3,6,,,,,,,,,,,,,,,3,,,,,,2,,,10,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2,8,,,,1,,,,,,,,,,,,,,,,,
South Africa,Cape Recife,,1998,Other (mixed),,1,8,,2,,,2,,1,,,,,,,,38,,,,,1,1,,,9,,,,5,6,,,,,,,,,,,3,,,,,,,,5,,,,,,,,,,,,,1,65,,,,3,,,,,,,,,,,,2,,,,1,
South Africa,Cape Recife,,1998,Other (mixed),,2,,,,2,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
Spain,"La Restinga , Las Palmas",North-east Atlantic Ocean,100,Sandy,,10,,,5,,,2,,,2,,,,,,,7,,,,,,18,,,22,,,,,6,,,,,,,,,,,,18,8,,,,1,,2,,1,,,,2,8,,,,,,6,,,8,,,,,,,,,,,,,,24,2,,,1,1
France,"Plage du m?tro, 40220, France",North-east Atlantic Ocean,150,,,,,,3,8,,323,,,7,,,,,,,69,,,,,,37,,,2,17,6,2,,1,,,,,,,,,,,,17,,,,82,,,2,,,,,,,,,,8,,,,,,450,,44,,,,,,,,,,,,127,,,,,3
Italy,"via lungomare di pegli, 16155 Genova, Italie",Mediterranean Sea,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,"Avenue du Truc Vert Lège-Cap-Ferret, 33950 Lège-Cap-Ferret, France",North-east Atlantic Ocean,79,,,70,,,10,4,,,,,,,,,,,,80,,,,,3,20,,,30,6,4,3,,12,,,,,,,,,,,,150,,,,,,,,,,,,,,,,,10,2,,,,,80,,10,,,,,,,,,,,,100,,,,,10
,"6 Avenue Fran?ois Mitterrand, 31130 Balma, France",Unknown,1500,,,10,,,,20,,20,,,20,,,,,,,5,,,,,1,50,,,20,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,20,,2,,,,,,,,,,,,,,,,,
Denmark,Smidstrup Strand,North-east Atlantic Ocean,157,,,,,,,,,,,,,,,,,,,50,,,,,,200,,,22,,1,,3,,,,,,,,,,,,12,7,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
Germany,cleanuptravels.com,,133,Pebbels,,3,8,,4,,,1,,,,,,,,,,1,,3,,,,,,,3,,,3,,,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,3,,6,11,,,,,,,,,1,,,,,,,,,
,"Platja de fenals Passeig De Fixme, 17310, Girona, Espa?a",Mediterranean Sea,350,,,21,,,1,2,,,,,,,,,,,,9,,,,,,382,,,75,8,1,5,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,"Fenals, Girona",Mediterranean Sea,100,Sandy,,,,,3,,1,1,,,,,,,,,,,,,,,,500,,,50,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,3,,,,
Denmark,"Risø, Roskilde bredning",North-east Atlantic Ocean,100,Sandy,,,1,,,1,,,,,,,,,,,,4,1,,,1,,,,,1,,1,1,,,,1,,,,,,,,,1,,,,,,,,,,1,,1,,1,,,,3,,,,,,5,,1,,,,,,,,,,,,1,,,,,
Denmark,"Risø, Roskilde bredning",North-east Atlantic Ocean,100,Sandy,,,2,,1,,,,,,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,4,,,,,,5,,,,,,,,,,,1,,,,,,,,
Denmark,"Risø, Roskilde bredning",North-east Atlantic Ocean,100,Sandy,,1,2,,,,,1,,,,,,,,,,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,3,,,,,,6,,1,,,,,,,,,,,,,,,,,
Denmark,"Risø, Roskilde bredning",North-east Atlantic Ocean,100,Sandy,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,3,,,4,,4,,,,,,,,,,,,,,,,,
Denmark,"Risø, Roskilde bredning",North-east Atlantic Ocean,100,Sandy,,1,3,,2,1,,1,,,,,,,,,,8,1,3,,,1,,,,4,1,2,1,,1,,2,,,,,,,,,,4,,,,,,,,,1,,,,,1,3,,65,,,3,,,17,,2,,,,,1,,,,,,2,9,,,,,
Denmark,"Risø, Roskilde bredning",North-east Atlantic Ocean,100,Sandy,,,1,,,,,,,,,,,,,,,,1,,,1,,,,,2,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,3,,,,,,,,,,,,,,,,,1,,
Denmark,"Risø, Roskilde bredning",North-east Atlantic Ocean,100,Sandy,,1,2,,,,,1,,,,,,,,,,4,,,,2,2,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,9,,,2,,,7,,2,,,,,,,,,5,,,,,,,,
Denmark,"Risø, Roskilde bredning",North-east Atlantic Ocean,100,Sandy,,1,11,,4,,1,1,,,,,,1,,,,1,,,,1,,2,,,4,,,11,,1,,3,,,,1,,,,,1,3,,,,,,,,,4,4,,2,,3,1,,25,,,4,,,45,1,6,,,,,7,,1,,,,1,,,,,,
Denmark,"Risø, Roskilde bredning",North-east Atlantic Ocean,100,Sandy,,,3,,,,,,,,,,,,,,,1,,1,,,,,,,5,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,2,1,,,,,,2,,,,,2,,,,,
Denmark,"Risø, Roskilde bredning",North-east Atlantic Ocean,100,Sandy,,2,,,3,,,,,,,,,1,,,,,3,,3,,1,,,,15,,,1,,1,,,,,,,,,,,,1,,,,,,,,,1,,1,,1,,,,27,1,,,,,16,,9,,,17,,,,2,,,,,,,,,,
Denmark,"Risø, Roskilde bredning",North-east Atlantic Ocean,100,Sandy,,,2,,,,,,,,,1,,,,,,4,,2,,,,,,,3,,1,3,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,1,2,,18,,,3,,,5,,7,,,,,,,,,,,,3,,,,,1
Denmark,"Risø, Roskilde bredning",North-east Atlantic Ocean,100,Sandy,,,,,,,,1,,,,1,,,,,,,,,,,,,,,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,1,,,,,1,,,,,,,1,,,,,
Denmark,"Risø, Roskilde bredning",North-east Atlantic Ocean,100,Sandy,,,1,,,,,,,,,,,,,,,1,,,,1,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,9,,,3,,,7,,2,,,,,1,,,,,,,1,,,,,
Italy,Piana di Velia Ascea (SA),Mediterranean Sea,100,,,1,,,1,4,,,,,,,,1,,,,1,,,,,,,5,,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,1,,,3,2,5,,,,,,,1,,,,,,,,,,2
Italy,"Spiaggia della Riserva Naturale della Lecciona, Viareggio (LU)",Mediterranean Sea,100,,,5,5,7,64,30,16,7,2,15,,3,1,,2,1,,73,10,41,9,,7,4,8,,6,6,5,14,2,20,,2,,,,,,12,,,1,2,,,,12,,,1,1,4,,,,2,3,,,30,1,,4,,,488,15,38,,,,,1,,12,11,,3,,123,,,,1,4
France,kellen,North-east Atlantic Ocean,102,Other (mixed),,,,,1,,,,,,,,,,,,,5,,,,,,1,,,,,1,,,,,,,,,,,1,,,,12,,,,,,,11,,,,,,,,,,,,,1,,,22,,1,,,,,,,,,,,1,,,,,,
Spain,"Passeig Mar?tim, 322, 08860 Castelldefels, Barcelona, Espa?a",Mediterranean Sea,150,,,15,,,,,,2,,,,,,,,,,,,,,,,118,,,8,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139,,2,,,,,,,,,,,,31,,,,,1
Denmark,plastic prøve,Baltic Sea,84,Sandy,,28,,,,,,,,,,,,,,,,,,,,,,9,,,1,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,
Denmark,plastic prøve,Baltic Sea,84,Sandy,,17,23,,13,11,,6,,,,,,,,,,16,,,,,,32,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy,"Spiaggia Colombo, Salerno (SA)",Mediterranean Sea,100,,,1,1,,,,,,,1,,,,,,,,20,,,20,2,,598,2,,30,10,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,,2,,,,,,,,,,,,90,,,,3,3
Romania,Venus-Saturn,Black Sea,1421,Sandy,,0,15,,4,3,,0,,,,,,,,,,22,,,,,,33,,,6,,,5,0,0,,,,,,,,0,,,,0,,0,,,,,,,,,,,,,,,,,,0,24,,,,0,,,,,,,,,,,,0,,,,,
Romania,Venus-Saturn,Black Sea,1421,Sandy,,0,0,,0,0,,0,,,,,,,,,,10,,,7,,,32,,,3,,,,0,4,,,,,,,,0,,,,0,,0,,,,,,,,,,,,,,,,,,0,0,,,,0,,,,,,,,,,,,3,,,,,
Romania,Venus-Saturn,Black Sea,1421,Sandy,,5,20,,7,5,,0,,,,,,,,,,30,,,1,,1,45,,,8,,18,8,0,0,,,,,,,,0,,,,0,,0,,,,,,,,,,,1,,,,,,,0,30,,22,,2,,,,,,,,,,,,1,,,,,
Romania,Venus-Saturn,Black Sea,1421,Sandy,,2,5,,7,0,,4,,,,,,,,,,4,,,,,,14,,,7,,,,1,3,,,,,,,,0,,,,3,,1,,,,,,,,,,,,,,,,,,1,18,,,,0,,,,,,,,,,,,1,,,,,
France,"40-44 M6098, 06800 Cagnes-sur-Mer, France",Mediterranean Sea,81,,,500,,,400,400,,,,,,,,,,,,,,,,,,,,,500,,,100,400,,,,,,,,,,,,,100,,,,400,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romania,Mangalia 1,Black Sea,2081,Sandy,,0,8,,0,0,,0,,,,,,,,,,3,,,,,,23,,,15,,,,3,2,,,,,,,,0,,,,1,,0,,,,,,,,,,,,,,,,,,2,20,,,,0,,,,,,,,,,,,0,,,,,
Romania,Mangalia 1,Black Sea,2081,Sandy,,0,1,,0,0,,0,,,,,,,,,,0,,,,,,0,,,0,,,,0,0,,,,,,,,0,,,,0,,0,,,,,,,,,,,,,,,,,,0,0,,,,0,,,,,,,,,,,,0,,,,,
Romania,Mangalia 1,Black Sea,2081,Sandy,,8,6,,0,0,,0,,,,,,,,,,42,,,14,,,300,,,12,,,4,0,12,,,,,,,,0,,,,3,,0,,,,,,,,,,,,,,,,,,2,30,,,,3,,,,,,,,,,,,0,,,,,
Romania,Mangalia 1,Black Sea,2081,Sandy,,3,4,,0,0,,0,,,,,,,,,,27,,,10,,,321,,,8,,,,0,7,,,,,,,,0,,,,1,,0,,,,,,,,,,,,,,,,,,1,18,,,,12,,,,,,,,,,,,2,,,,,
Romania,Mangalia 1,Black Sea,2081,Sandy,,2,9,,1,0,,0,,,,,,,,,,10,,,17,,,40,,,21,,,,6,9,,,,,,,,0,,,,2,,0,,,,,,,,,,,,,,,,,,1,22,,,,10,,,,,,,,,,,,4,,,,,
,"Kalea Playaundi, 901, 20302, Gipuzkoa, Espa?a",North-east Atlantic Ocean,350,,,93,,,7,10,,5,,,,,,,,,,34,,,,,1,80,,,66,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,16,,52,,,,,,,,,,,,,,,,,
Italy,"Porto Grande, Siracusa, Sicily",Mediterranean Sea,1060,Other (mixed),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,"84 Avenue des Arènes, 40510 Seignosse, France",North-east Atlantic Ocean,80,,,150,,,20,60,,30,,,,,,,,,,120,,,,,5,70,,,50,10,3,15,5,10,,,,,,,,,,,,15,,,,30,,,10,,,,,,,,,,10,2,,,,,200,,30,,,,,,,,,,,,15,,,,,15
Slovenia,Simonov zaliv,Mediterranean Sea,328,Sandy,,119,,,3,,,30,,,,,,,,,,,,19,,29,1,2200,,,,,,,21,17,,,,,,,,6,,,,3,,,,,,,,,,,,,23,,,,,,,,,,168,,35,,,,,,,,,,,,20,,,,,
Denmark,"Risø, Roskilde bredning",North-east Atlantic Ocean,100,Sandy,,2,4,,,,,1,,,,,,1,,,,2,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,,,6,,,,,,3,,8,,,,,,,,,2,,,2,,,,,
Denmark,"Risø, Roskilde bredning",North-east Atlantic Ocean,100,Sandy,,,,,1,,,,,,,,,,,,,2,,,,,,,,,7,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,18,,,3,,,9,,,10,,,,1,,1,,,,1,,,,,,
Denmark,"Risø, Roskilde bredning",North-east Atlantic Ocean,100,Sandy,,,3,,1,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,9,,,,,,1,,7,,,,,,,,,,,,1,1,,,,
Spain,"Santa Cristina, Girona",North-east Atlantic Ocean,100,Other (mixed),,4,,,5,,,,,,,,,,,,,14,,,,,,78,,,5,,,,,,,,,,,,,,,,,,25,,,,,,5,,,,,,,9,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,
Denmark,Boserup,North-east Atlantic Ocean,100,Pebbels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,rhein_eglisau_gomringerp,,6,Pebbels,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,rhein_eglisau_gomringerp,,6,Pebbels,,2,,,,,,,,,,,,,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,rhein_eglisau_gomringerp,,6,Pebbels,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
Switzerland,rhein_eglisau_gomringerp,,6,Pebbels,,,,,,,,,,,,,,,,,,,,1,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
Denmark,Boserup,North-east Atlantic Ocean,100,Pebbels,,,3,,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,1,1,,,,,,,,,1,,,,,,,,6,,,,,,,,1,,,,,,,,,,,,,,,,,
Denmark,Boserup,North-east Atlantic Ocean,100,Pebbels,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,Boserup,North-east Atlantic Ocean,100,Pebbels,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,Boserup,North-east Atlantic Ocean,100,Pebbels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,
Denmark,Boserup,North-east Atlantic Ocean,100,Pebbels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,"Unnamed Road Capbreton, 40130 Capbreton, France",North-east Atlantic Ocean,81,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,20
Italy,"Spiaggia dellOasi dei Variconi, Castel Volturno (CE)",Mediterranean Sea,100,,15,12,35,2,68,201,121,64,18,95,34,21,6,12,1,16,4,85,34,3,42,6,4,19,4,6,17,2,6,6,6,,11,12,9,2,,2,,,,4,2,6,,6,4,2,2,85,6,2,,,4,4,2,6,6,,2,8,,45,,,74,12,285,14,3,,,1,,1,6,,,,12,4,3,1,2,3
Spain,"Las Teresitas, Santa Cruz de Tenerife",North-east Atlantic Ocean,100,Sandy,1,133,,,15,,,4,,,4,,,,,,,24,,,,,,146,,,32,,,,,68,,,,,,,,,,,,3,,,,,,,5,,1,,,,,0,,,,,,,,,2,8,,,,,,,,,1,,,,,18,,,,2
Spain,"Las Teresitas, Santa Cruz de Tenerife",North-east Atlantic Ocean,100,Sandy,,4,,,4,,,3,,,,,,,,,,7,,,,,,7,,,10,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,10,,,,
Spain,"Las Teresitas, Santa Cruz de Tenerife",North-east Atlantic Ocean,100,Sandy,,72,,,70,,1,,,,1,,,,,,,,,,,,,250,,,153,,,,,83,,,,,,,,,,,,1,,,,,,,,,,,,,,0,,,,,,,,,4,,,,,,,,,,8,,,,,48,,,,1
Italy,Barletta Ponente,Mediterranean Sea,105,,11,5,5,5,11,11,,11,,,,,,,2,,,11,11,11,11,2,5,28,,2,11,11,2,11,11,11,1,1,,,5,5,2,5,5,2,1,1,1,1,1,1,1,,1,2,,,,,1,1,1,1,2,2,2,1,,,2,2,1,1,2,2,2,2,2,2,,2,1,1,125,,,,,4
Denmark,Boserup,North-east Atlantic Ocean,100,Pebbels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,Boserup,North-east Atlantic Ocean,100,Pebbels,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,4,,,,,,,,,,,,,,,,,
Denmark,Boserup,North-east Atlantic Ocean,100,Pebbels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
Greece,Bella Vista Beach,Mediterranean Sea,151,Pebbels,,22,,,9,,,18,,,,,,,,,,223,,,,,1,2401,3,2,,,,82,,78,,,28,,,,,,,,13,,,,,,,,1,,30,,,,,,,,,,,1,264,,,,3,,,,,,,,1,,,6,1,,,,1,10
Switzerland,sitter_stgallen_steinbrunnerf ,,43,Rocky,,2,2,,,,,,,,,,,,,,,,,,,,1,2,,,2,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
Switzerland,rhein_eglisau_gomringerp,,6,Pebbels,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,"4 All?e Pierre Ortal, 33680 Lacanau, France",North-east Atlantic Ocean,78,,,25,,,,,,,,,,,,,,,,50,,,,,,20,,,,,,10,,5,,,,,,,,,,,,30,,,,4,,,1,,,,,,,,,,15,1,,,,,250,,10,,,,,,,,,,,,30,,,,,
,Upernavik st1,Unknown,82,Pebbels,,7,11,,1,1,,3,,2,7,6,,12,1,,,5,16,18,6,,1,4,4,,8,1,4,,,9,,1,,,,,,,,,16,177,,1,1,,,,,,2,,,2,8,9,,,59,,,,,,164,2,2,,,,,,,3,,,,,3,,,1,,1
Switzerland,zugersee_Immensee_Guedesd,,21,,,0,1,,0,0,,2,,,0,,,,,,,3,7,0,0,2,0,3,1,,18,3,0,1,0,1,,0,,,,,,,,,0,1,0,,,,,,0,,,,,0,0,19,,,0,0,,,,,11,1,13,0,,,,0,,0,0,0,,2,0,0,,,0,1
Switzerland,zugersee_Immensee_Guedesd,,21,,,0,1,,1,0,,0,,,1,,,,,,,2,0,0,1,1,0,3,0,,5,0,0,0,0,0,,0,,,,,,,,,0,1,0,,,,,,0,,,,,0,0,2,,,0,0,,,,,3,0,6,0,,,,0,,0,0,0,,0,0,0,,,0,0
Switzerland,zugersee_Immensee_Guedesd,,21,,,0,0,,0,0,,0,,,0,,,,,,,1,0,0,1,0,0,2,0,,5,0,0,0,0,0,,0,,,,,,,,,0,1,0,,,,,,1,,,,,0,0,0,,,0,0,,,,,4,0,3,0,,,,1,,0,0,0,,0,0,0,,,0,0
Switzerland,zugersee_Immensee_Guedesd,,21,,,0,0,,0,0,,0,,,0,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,,,,,,,,,0,0,0,,,,,,0,,,,,0,0,0,,,0,0,,,,,0,0,0,0,,,,0,,0,0,0,,0,0,0,,,0,0
Switzerland,zugersee_Immensee_Guedesd,,21,,,1,1,,1,0,,2,,,0,,,,,,,4,0,0,4,1,0,4,0,,8,1,0,2,0,0,,0,,,,,,,,,0,1,0,,,,,,1,,,,,0,0,3,,,0,0,,,,,7,0,9,0,,,,0,,0,0,0,,0,0,0,,,0,0
Switzerland,sitter_stgallen_steinbrunnerf ,,43,Rocky,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,sitter_stgallen_steinbrunnerf ,,43,Rocky,,3,1,,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,sitter_stgallen_steinbrunnerf ,,43,Rocky,,10,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
