,BeachCountry,BeachName,BeachRegionalSea,BeachLength_m,BeachType,G1,G3,G4,G5,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,G17,G18,G19,G21,G22,G23,G24,G25,G26,G27,G28,G29,G30,G31,G32,G33,G34,G35,G36,G37,G40,G41,G42,G43,G44,G45,G46,G47,G49,G50,G52,G53,G54,G56,G57,G58,G59,G60,G62,G63,G64,G65,G66,G67,G68,G69,G70,G71,G72,G73,G76,G77,G79,G80,G82,G83,G84,G85,G86,G87,G88,G89,G90,G91,G92,G93,G95,G96,G97,G98,G99,G100,G101,G102,G124,G125,G126,G127,G128,G129,G130,G131,G132,G133,G134,G137,G138,G139,G140,G141,G142,G143,G144,G145,G147,G148,G150,G151,G152,G153,G154,G155,G156,G158,G159,G160,G161,G162,G163,G164,G165,G166,G167,G171,G172,G174,G175,G176,G177,G178,G179,G180,G181,G182,G184,G186,G187,G188,G189,G190,G191,G193,G194,G195,G198,G199,G200,G201,G202,G203,G204,G205,G206,G207,G208,G210,G211,G213
1348,Switzerland,vierwaldstättersee_weggis_schöberls_1,,23,,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,,,,,2.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0,0.0
1349,Switzerland,vierwaldstättersee_weggis_schöberls_1,,23,,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,,,,,1.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0,0.0
1350,Slovenia,Fiesa-Pacug MLW Month,Mediterranean Sea,108,Pebbels,,72.0,31.0,,16.0,14.0,,38.0,,,,,,,,,,,,23.0,,30.0,2.0,1273.0,,,,,,6.0,1.0,49.0,,,,,,,,169.0,,,,13.0,,1.0,,,,,4.0,,1.0,,,,,,1.0,,,,,,,,163.0,,149.0,,,,,,,,,,,,7.0,,,,1.0,,,,2.0,7.0,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,21.0,,,,20.0,,,,,,,,,,37.0,,,1.0,,,,,,,,,,,,,,,,2.0,2.0,,,,22.0,,,,601.0,,,
1351,Switzerland,Limmat_Unterengstringen_OggierBührer,,28,Other (mixed),,1.0,1.0,,0.0,0.0,,2.0,,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0,0.0
1352,Switzerland,Limmat_Unterengstringen_OggierBührer,,28,Other (mixed),,1.0,1.0,,1.0,0.0,,0.0,,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,2.0,0.0,0.0,0.0,1.0,0.0,,0.0,,,,,,,,,0.0,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,,,,,2.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,,1.0,0.0,0.0,1.0,0.0,,,0.0,,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,1.0,,,0.0,0.0,,,,0.0,0.0,0.0,0.0
1353,Switzerland,Limmat_Unterengstringen_OggierBührer,,28,Other (mixed),,1.0,0.0,,0.0,1.0,,0.0,,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,,4.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,,1.0,0.0,0.0,7.0,0.0,,,0.0,,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,1.0,,,0.0,0.0,,,,0.0,0.0,0.0,0.0
1354,Switzerland,Limmat_Unterengstringen_OggierBührer,,28,Other (mixed),,1.0,3.0,,1.0,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,3.0,,,1.0,,,,,,,,,,,,,,,1.0,,3.0,,,,,,,,,,,
1355,Switzerland,Aare_Elfenau_cataldiv,,19,,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,0.0,,,,,,0.0,,,,,0.0,1.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.0,,0.0,80.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0,0.0
1356,Switzerland,Aare_Elfenau_cataldiv,,19,,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0,0.0
1357,Switzerland,Aare_Elfenau_cataldiv,,19,,,0.0,1.0,,0.0,0.0,,0.0,,,0.0,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,0.0,,,,,,0.0,,,,,0.0,1.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,1.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0,0.0
1358,Switzerland,Aare_Elfenau_cataldiv,,19,,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0,0.0
1359,Germany,Rhein_Basel_BlarerP_2,,29,,,0.0,1.0,,0.0,0.0,,0.0,,,0.0,,,,,,,1.0,0.0,1.0,1.0,0.0,0.0,147.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,1.0,,,0.0,0.0,,,,,5.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,0.0,1.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,,0.0,1.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,4.0,11.0,0.0,,,0.0,,,,0.0,,,0.0,,0.0,0.0,6.0,0.0,0.0,,,0.0,0.0,,,,12.0,0.0,0.0,0.0
1360,Germany,Rhein_Basel_BlarerP_2,,29,,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,,,,,0.0,0.0,0.0,2.0,0.0,229.0,229.0,0.0,,2.0,2.0,0.0,0.0,1.0,0.0,,0.0,,,,,,,,,0.0,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,1.0,,,0.0,0.0,,,,,19.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,0.0,1.0,0.0,,,0.0,0.0,0.0,,2.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,1.0,0.0,55.0,0.0,0.0,0.0,,,,,2.0,,0.0,0.0,0.0,,0.0,0.0,7.0,19.0,0.0,,,0.0,,,,0.0,,,0.0,,0.0,0.0,11.0,0.0,0.0,,,0.0,0.0,,,,7.0,0.0,0.0,0.0
1361,Germany,Rhein_Basel_BlarerP_2,,29,,,0.0,0.0,,0.0,0.0,,1.0,,,0.0,,,,,,,3.0,0.0,3.0,2.0,0.0,0.0,117.0,0.0,,2.0,1.0,0.0,2.0,0.0,1.0,,0.0,,,,,,,,,0.0,1.0,0.0,,,,,,0.0,,,,,0.0,0.0,4.0,,,0.0,0.0,,,,,14.0,0.0,4.0,0.0,,,,0.0,,0.0,0.0,0.0,,0.0,4.0,0.0,,,0.0,0.0,1.0,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,,,,,1.0,,0.0,0.0,0.0,,0.0,0.0,3.0,10.0,0.0,,,0.0,,,,0.0,,,0.0,,0.0,0.0,3.0,0.0,1.0,,,0.0,4.0,,,,8.0,0.0,0.0,0.0
1362,Germany,Rhein_Basel_BlarerP_2,,29,,,,,,,,,,,,,,,,,,,,,,,,,163.0,,,2.0,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,5.0,,,,,,,,,,,,,,,15.0,18.0,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,
1363,France,"81 Avenue de la Pointe Rouge, 13008 Marseille, France",Mediterranean Sea,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,
1364,France,"D106E3 L?ge-Cap-Ferret, 33950 L?ge-Cap-Ferret, France",North-east Atlantic Ocean,79,,,40.0,,,5.0,3.0,,10.0,,,,,,,,,,30.0,,,,,20.0,10.0,,,45.0,30.0,1.0,60.0,5.0,5.0,,,,,,,,,,,,90.0,,,,80.0,,,3.0,,,,,,,,,,50.0,3.0,,,,,300.0,,30.0,,,,,,,,,,,,100.0,,,,,10.0,,,,1.0,,,,,2.0,,,,,6.0,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,5.0,,5.0,,,,,,,,5.0,,,
1365,Italy,"Spiaggia di Canovella de Zoppoli, Trieste (TS)",Mediterranean Sea,100,,,6.0,5.0,,15.0,10.0,1.0,1.0,2.0,1.0,,,,,,,1.0,21.0,2.0,7.0,4.0,4.0,3.0,2.0,3.0,,10.0,,,9.0,1.0,6.0,,1.0,,,,,,287.0,,,2.0,4.0,,,,1.0,,,,,,1.0,,1.0,3.0,7.0,7.0,,,1.0,,,,,52.0,1.0,89.0,1.0,,,,3.0,,2.0,5.0,,,,6.0,2.0,1.0,,,4.0,,1.0,20.0,,,,,,,,,,2.0,4.0,,,,,,,,,,,,,1.0,1.0,,,1.0,,1.0,,1.0,,,,,,,,1.0,1.0,9.0,1.0,3.0,3.0,,,,,,,,,,,2.0,,2.0,,3.0,2.0,6.0,,1.0,,1.0,,,,1.0,,1.0,1.0
1366,Spain,Doñana_2,North-east Atlantic Ocean,79,Sandy,,3.0,16.0,,1.0,2.0,,38.0,1.0,,,,,,,,,53.0,11.0,1.0,8.0,5.0,1.0,19.0,1.0,1.0,8.0,25.0,8.0,3.0,0.0,30.0,,19.0,,,,1.0,,0.0,,,,183.0,21.0,2.0,2.0,,,,1.0,,2.0,,,,,1.0,,,4.0,,,1.0,14.0,1.0,136.0,1.0,4.0,,,,,,,,,,,,49.0,2.0,,,,1.0,,,1.0,,,,,,,1.0,,,,1.0,,,,,,,5.0,0.0,,,,2.0,2.0,,,,1.0,15.0,1.0,,,,,,,,,7.0,3.0,,3.0,,5.0,,,,,,,,,,,,,,1.0,,3.0,2.0,3.0,,,,2.0,,,,1.0,,,
1367,Switzerland,limmat_zuerich_suterd&glauserp,,42,,,0.0,1.0,,0.0,0.0,,0.0,,,0.0,,,,,,,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,0.0,,,,,,2.0,,,,,0.0,0.0,0.0,,,0.0,0.0,,,,,2.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,,,0.0,,0.0,1.0,6.0,0.0,0.0,,,0.0,1.0,,,,4.0,0.0,0.0,0.0
1368,Switzerland,limmat_zuerich_suterd&glauserp,,42,,,0.0,0.0,,1.0,0.0,,0.0,,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,,,,,2.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,,,1.0,,0.0,0.0,0.0,1.0,0.0,,,0.0,1.0,,,,0.0,1.0,0.0,0.0
1369,Switzerland,limmat_zuerich_suterd&glauserp,,42,,,0.0,1.0,,1.0,0.0,,1.0,,,0.0,,,,,,,1.0,0.0,0.0,1.0,3.0,0.0,23.0,0.0,,5.0,1.0,0.0,1.0,1.0,0.0,,0.0,,,,,,,,,0.0,0.0,0.0,,,,,,0.0,,,,,0.0,1.0,0.0,,,0.0,0.0,,,,,8.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,0.0,1.0,0.0,,,0.0,0.0,0.0,,1.0,1.0,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,,,0.0,,,,0.0,,,0.0,,1.0,0.0,2.0,0.0,0.0,,,0.0,0.0,,,,1.0,0.0,0.0,0.0
1370,Switzerland,limmat_zuerich_suterd&glauserp,,42,,,1.0,1.0,,0.0,0.0,,0.0,,,0.0,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,0.0,,,,,,0.0,,,,,0.0,1.0,2.0,,,0.0,0.0,,,,,3.0,0.0,0.0,0.0,,,,0.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,1.0,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,,,0.0,,0.0,0.0,4.0,0.0,1.0,,,0.0,0.0,,,,2.0,0.0,0.0,0.0
1371,Switzerland,Sihl_Horgen_BucherF,,24,,,0.0,3.0,,0.0,0.0,,0.0,,,0.0,,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,1.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,1.0,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0,0.0
1372,Switzerland,Sihl_Horgen_BucherF,,24,,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,1.0,0.0,,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,,,0.0,,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0,0.0
1373,Switzerland,Sihl_Horgen_BucherF,,24,,,0.0,2.0,,0.0,1.0,,1.0,,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,0.0,,,0.0,1.0,,,,,1.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,1.0,,0.0,1.0,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,0.0,,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,,,0.0,,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,,,,1.0,0.0,0.0,0.0
1374,Greece,Kalogria,Mediterranean Sea,267,Sandy,,6.0,7.0,,5.0,1.0,,1.0,,,,,,,,,,2.0,,,,,1.0,1.0,,,1.0,,,,1.0,1.0,,,,,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
1375,Switzerland,glatt_oerlikon_covosN,,6,,,1.0,1.0,,2.0,0.0,,0.0,,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,3.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,1.0,0.0,,,,,,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,1.0,0.0,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0,0.0
1376,Switzerland,glatt_oerlikon_covosN,,6,,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0,0.0
1377,Switzerland,glatt_oerlikon_covosN,,6,,,1.0,0.0,,0.0,2.0,,0.0,,,0.0,,,,,,,0.0,0.0,0.0,1.0,0.0,7.0,7.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,,,,,,,,,0.0,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,,,0.0,,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0,0.0
1378,,Ballyhenry bay,North-east Atlantic Ocean,551,Other (mixed),,1.0,2.0,1.0,134.0,47.0,6.0,14.0,,3.0,,1.0,,1.0,4.0,,,37.0,,18.0,5.0,1.0,6.0,,,1.0,74.0,,3.0,1.0,3.0,7.0,,,,6.0,,,,,,,,42.0,,,,,,,,,,,,,2.0,5.0,,,,,,,5.0,,1.0,1.0,19.0,1.0,,,,3.0,,1.0,,,,3.0,,1.0,,,,,1.0,1.0,2.0,,,,,,,,,,,4.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,5.0,1.0,,3.0,,,,,,,,,1.0,,1.0,,,,,,,8.0,,,,,,,,,,,
1379,France,"ERROMARDIE, saint jean de luz, France",North-east Atlantic Ocean,100,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,5.0,,157.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,0.0
1380,France,"ERROMARDIE, saint jean de luz, France",North-east Atlantic Ocean,100,,,,,,21.0,,,46.0,,,,,,,,,,48.0,,,,,,5.0,,,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.0,,649.0,,,,,,,,,,,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
